"lst","num","stop_id","dia"
"Avanza,DIREXIS TUSGSAL,Sagalés (Vallès Oriental)",3,FYT_3793,2025-10-14
"Avanza,DIREXIS TUSGSAL,Sagalés (Vallès Oriental)",3,AMB_106979,2025-10-13
"DIREXIS TUSGSAL,Sagalés (Vallès Oriental)",2,AMB_112480,2025-10-14
"DIREXIS TUSGSAL,Sagalés (Costa)",2,AMB_000950,2025-10-14
"Avanza,Moventis",2,AMB_200030,2025-10-18
"Avanza,Moventis",2,AMB_200250,2025-10-18
"DIREXIS TUSGSAL,Sagalés (Vallès Oriental)",2,AMB_001070,2025-10-14
"Avanza,Moventis",2,AMB_000324,2025-10-13
"Avanza,Moventis",2,AMB_000324,2025-10-14
"Avanza,Moventis",2,AMB_000151,2025-10-14
"Avanza,Moventis",2,AMB_000151,2025-10-13
"Avanza,Moventis",2,AMB_000643,2025-10-13
"Avanza,Moventis",2,AMB_000643,2025-10-14
"Avanza,Moventis",2,AMB_000748,2025-10-13
"Avanza,DIREXIS TUSGSAL",2,FYT_3871,2025-10-14
"Avanza,DIREXIS TUSGSAL",2,FYT_3871,2025-10-15
"Avanza,Moventis",2,AMB_000748,2025-10-14
"DIREXIS TUSGSAL,Sagalés (Vallès Oriental)",2,AMB_000230,2025-10-13
"Avanza,Moventis",2,AMB_000644,2025-10-13
"Avanza,Moventis",2,AMB_000644,2025-10-14
"Avanza,Moventis",2,AMB_000906,2025-10-13
"Avanza,Moventis",2,AMB_000906,2025-10-14
"DIREXIS TUSGSAL,Sagalés (Vallès Oriental)",2,AMB_000230,2025-10-14
"Avanza,Moventis",2,AMB_000645,2025-10-13
"Avanza,Moventis",2,AMB_000645,2025-10-14
"Avanza,Moventis",2,AMB_001411,2025-10-13
"Avanza,Moventis",2,AMB_001411,2025-10-14
"DIREXIS TUSGSAL,Sagalés (Costa)",2,AMB_000950,2025-10-13
"Sagalés (Osona),Urbà de Vic",2,VIC_2016,2025-10-13
"Sagalés (Osona),Urbà de Vic",2,VIC_2016,2025-10-14
"Sagalés (Osona),Urbà de Vic",2,VIC_2392,2025-10-13
"Sagalés (Osona),Urbà de Vic",2,VIC_2392,2025-10-14
"Sagalés (Osona),Urbà de Vic",2,VIC_4044,2025-10-13
"Sagalés (Osona),Urbà de Vic",2,VIC_4044,2025-10-14
"Avanza,Moventis",2,AMB_105425,2025-10-14
"Avanza,DIREXIS TUSGSAL",2,AMB_001210,2025-10-15
"DIREXIS TUSGSAL,Sagalés (Vallès Oriental)",2,AMB_109187,2025-10-14
"DIREXIS TUSGSAL,Sagalés (Vallès Oriental)",2,AMB_001069,2025-10-15
"DIREXIS TUSGSAL,Sagalés (Vallès Oriental)",2,AMB_001069,2025-10-14
"DIREXIS TUSGSAL,Sagalés (Vallès Oriental)",2,AMB_112480,2025-10-13
DIREXIS TUSGSAL,1,AMB_000194,2025-10-14
DIREXIS TUSGSAL,1,AMB_000232,2025-10-13
DIREXIS TUSGSAL,1,AMB_000232,2025-10-14
Avanza,1,AMB_000237,2025-10-13
Avanza,1,AMB_000237,2025-10-14
Avanza,1,AMB_000251,2025-10-13
Avanza,1,AMB_000251,2025-10-14
DIREXIS TUSGSAL,1,AMB_000300,2025-10-13
DIREXIS TUSGSAL,1,AMB_000300,2025-10-14
Avanza,1,AMB_000309,2025-10-13
Avanza,1,AMB_000309,2025-10-14
Avanza,1,AMB_000310,2025-10-13
Avanza,1,AMB_000310,2025-10-14
Avanza,1,AMB_000324,2025-10-15
DIREXIS TUSGSAL,1,AMB_000329,2025-10-13
DIREXIS TUSGSAL,1,AMB_000329,2025-10-14
DIREXIS TUSGSAL,1,AMB_000329,2025-10-15
Monbus (Horta),1,AMB_000350,2025-10-13
Monbus (Horta),1,AMB_000350,2025-10-14
Moventis,1,AMB_000352,2025-10-13
Moventis,1,AMB_000352,2025-10-14
Monbus (Horta),1,AMB_000365,2025-10-13
Monbus (Horta),1,AMB_000365,2025-10-14
DIREXIS TUSGSAL,1,AMB_000382,2025-10-13
DIREXIS TUSGSAL,1,AMB_000382,2025-10-14
Avanza,1,AMB_000391,2025-10-13
Avanza,1,AMB_000391,2025-10-14
Avanza,1,AMB_000391,2025-10-15
Avanza,1,AMB_000392,2025-10-13
Avanza,1,AMB_000392,2025-10-14
Avanza,1,AMB_000392,2025-10-15
DIREXIS TUSGSAL,1,AMB_000406,2025-10-13
DIREXIS TUSGSAL,1,AMB_000406,2025-10-14
DIREXIS TUSGSAL,1,AMB_000428,2025-10-13
DIREXIS TUSGSAL,1,AMB_000428,2025-10-14
Avanza,1,AMB_000458,2025-10-13
Avanza,1,AMB_000458,2025-10-14
Moventis,1,AMB_000470,2025-10-13
Moventis,1,AMB_000470,2025-10-14
Monbus (Horta),1,AMB_000476,2025-10-13
Monbus (Horta),1,AMB_000476,2025-10-14
Monbus (Horta),1,AMB_000477,2025-10-13
Monbus (Horta),1,AMB_000477,2025-10-14
Avanza,1,AMB_000481,2025-10-13
Avanza,1,AMB_000481,2025-10-14
Avanza,1,AMB_000483,2025-10-13
Avanza,1,AMB_000483,2025-10-14
DIREXIS TUSGSAL,1,AMB_000506,2025-10-13
DIREXIS TUSGSAL,1,AMB_000506,2025-10-14
DIREXIS TUSGSAL,1,AMB_000506,2025-10-15
Monbus (Horta),1,AMB_000557,2025-10-13
Monbus (Horta),1,AMB_000557,2025-10-14
DIREXIS TUSGSAL,1,AMB_000569,2025-10-13
DIREXIS TUSGSAL,1,AMB_000569,2025-10-14
DIREXIS TUSGSAL,1,AMB_000569,2025-10-15
Moventis,1,AMB_000581,2025-10-13
Moventis,1,AMB_000581,2025-10-14
Avanza,1,AMB_000584,2025-10-13
Avanza,1,AMB_000584,2025-10-14
Avanza,1,AMB_000584,2025-10-15
Moventis,1,AMB_000585,2025-10-13
Moventis,1,AMB_000585,2025-10-14
DIREXIS TUSGSAL,1,AMB_000586,2025-10-13
DIREXIS TUSGSAL,1,AMB_000586,2025-10-14
Avanza,1,AMB_000590,2025-10-13
Avanza,1,AMB_000590,2025-10-14
Avanza,1,AMB_000590,2025-10-15
DIREXIS TUSGSAL,1,AMB_000595,2025-10-13
DIREXIS TUSGSAL,1,AMB_000595,2025-10-14
DIREXIS TUSGSAL,1,AMB_000607,2025-10-13
DIREXIS TUSGSAL,1,AMB_000607,2025-10-14
DIREXIS TUSGSAL,1,AMB_000614,2025-10-13
DIREXIS TUSGSAL,1,AMB_000614,2025-10-14
Moventis,1,AMB_000632,2025-10-13
Moventis,1,AMB_000632,2025-10-14
Avanza,1,AMB_000643,2025-10-15
Avanza,1,AMB_000644,2025-10-15
Avanza,1,AMB_000645,2025-10-15
Moventis,1,AMB_000648,2025-10-13
Moventis,1,AMB_000648,2025-10-14
DIREXIS TUSGSAL,1,AMB_000697,2025-10-14
DIREXIS TUSGSAL,1,AMB_000704,2025-10-13
DIREXIS TUSGSAL,1,AMB_000704,2025-10-14
Avanza,1,AMB_000707,2025-10-13
Avanza,1,AMB_000707,2025-10-14
Avanza,1,AMB_000707,2025-10-15
Avanza,1,AMB_000708,2025-10-13
Avanza,1,AMB_000708,2025-10-14
Avanza,1,AMB_000708,2025-10-15
Moventis (Port),1,AMB_000722,2025-10-13
Moventis (Port),1,AMB_000722,2025-10-14
Moventis (Port),1,AMB_000723,2025-10-13
Moventis (Port),1,AMB_000723,2025-10-14
DIREXIS TUSGSAL,1,AMB_000740,2025-10-13
DIREXIS TUSGSAL,1,AMB_000740,2025-10-14
Avanza,1,AMB_000748,2025-10-15
DIREXIS TUSGSAL,1,AMB_000755,2025-10-13
DIREXIS TUSGSAL,1,AMB_000755,2025-10-14
Avanza,1,AMB_000771,2025-10-13
Avanza,1,AMB_000771,2025-10-14
Avanza,1,AMB_000771,2025-10-15
Avanza,1,AMB_000776,2025-10-13
Avanza,1,AMB_000776,2025-10-14
Avanza,1,AMB_000776,2025-10-15
DIREXIS TUSGSAL,1,AMB_000786,2025-10-13
DIREXIS TUSGSAL,1,AMB_000786,2025-10-14
Monbus (Horta),1,AMB_000793,2025-10-13
Monbus (Horta),1,AMB_000793,2025-10-14
DIREXIS TUSGSAL,1,AMB_000805,2025-10-13
DIREXIS TUSGSAL,1,AMB_000805,2025-10-14
DIREXIS TUSGSAL,1,AMB_000806,2025-10-13
DIREXIS TUSGSAL,1,AMB_000806,2025-10-14
DIREXIS TUSGSAL,1,AMB_000807,2025-10-13
DIREXIS TUSGSAL,1,AMB_000807,2025-10-14
DIREXIS TUSGSAL,1,AMB_000818,2025-10-13
DIREXIS TUSGSAL,1,AMB_000818,2025-10-14
Moventis,1,AMB_000821,2025-10-13
Moventis,1,AMB_000821,2025-10-14
DIREXIS TUSGSAL,1,AMB_000827,2025-10-13
DIREXIS TUSGSAL,1,AMB_000827,2025-10-14
DIREXIS TUSGSAL,1,AMB_000830,2025-10-13
DIREXIS TUSGSAL,1,AMB_000830,2025-10-14
Avanza,1,AMB_000831,2025-10-13
Avanza,1,AMB_000831,2025-10-14
Avanza,1,AMB_000831,2025-10-15
DIREXIS TUSGSAL,1,AMB_000835,2025-10-13
DIREXIS TUSGSAL,1,AMB_000835,2025-10-14
DIREXIS TUSGSAL,1,AMB_000838,2025-10-13
DIREXIS TUSGSAL,1,AMB_000838,2025-10-14
Monbus (Horta),1,AMB_000845,2025-10-13
Monbus (Horta),1,AMB_000845,2025-10-14
Avanza,1,AMB_000856,2025-10-13
Avanza,1,AMB_000856,2025-10-14
Avanza,1,AMB_000856,2025-10-15
DIREXIS TUSGSAL,1,AMB_000899,2025-10-13
DIREXIS TUSGSAL,1,AMB_000899,2025-10-14
DIREXIS TUSGSAL,1,AMB_000899,2025-10-15
Avanza,1,AMB_000905,2025-10-13
Avanza,1,AMB_000905,2025-10-14
Avanza,1,AMB_000905,2025-10-15
Avanza,1,AMB_000906,2025-10-15
Moventis,1,AMB_000917,2025-10-13
Moventis,1,AMB_000917,2025-10-14
DIREXIS TUSGSAL,1,AMB_000950,2025-10-15
Monbus (Horta),1,AMB_000998,2025-10-13
Monbus (Horta),1,AMB_000998,2025-10-14
Monbus (Horta),1,AMB_001001,2025-10-13
Monbus (Horta),1,AMB_001001,2025-10-14
Moventis (Port),1,AMB_001004,2025-10-13
Moventis (Port),1,AMB_001004,2025-10-14
Avanza,1,AMB_001034,2025-10-13
Avanza,1,AMB_001034,2025-10-14
Avanza,1,AMB_001034,2025-10-15
Moventis,1,AMB_001043,2025-10-13
Moventis,1,AMB_001043,2025-10-14
Moventis,1,AMB_001044,2025-10-13
Moventis,1,AMB_001044,2025-10-14
Moventis (Port),1,AMB_001061,2025-10-13
Moventis (Port),1,AMB_001061,2025-10-14
DIREXIS TUSGSAL,1,AMB_001069,2025-10-13
DIREXIS TUSGSAL,1,AMB_001070,2025-10-13
DIREXIS TUSGSAL,1,AMB_001070,2025-10-15
Avanza,1,AMB_001075,2025-10-13
Avanza,1,AMB_001075,2025-10-14
Avanza,1,AMB_001075,2025-10-15
Moventis,1,AMB_001097,2025-10-13
Moventis,1,AMB_001097,2025-10-14
DIREXIS TUSGSAL,1,AMB_001100,2025-10-13
DIREXIS TUSGSAL,1,AMB_001100,2025-10-14
DIREXIS TUSGSAL,1,AMB_001101,2025-10-13
DIREXIS TUSGSAL,1,AMB_001101,2025-10-14
DIREXIS TUSGSAL,1,AMB_001109,2025-10-14
DIREXIS TUSGSAL,1,AMB_001109,2025-10-15
DIREXIS TUSGSAL,1,AMB_001111,2025-10-13
DIREXIS TUSGSAL,1,AMB_001111,2025-10-14
DIREXIS TUSGSAL,1,AMB_001111,2025-10-15
Monbus (Horta),1,AMB_001116,2025-10-13
Monbus (Horta),1,AMB_001116,2025-10-14
Monbus (Horta),1,AMB_001117,2025-10-13
Monbus (Horta),1,AMB_001117,2025-10-14
Monbus (Horta),1,AMB_001122,2025-10-13
Monbus (Horta),1,AMB_001122,2025-10-14
Avanza,1,AMB_001124,2025-10-14
Avanza,1,AMB_001124,2025-10-15
DIREXIS TUSGSAL,1,AMB_001127,2025-10-13
DIREXIS TUSGSAL,1,AMB_001127,2025-10-14
DIREXIS TUSGSAL,1,AMB_001127,2025-10-15
DIREXIS TUSGSAL,1,AMB_001128,2025-10-13
DIREXIS TUSGSAL,1,AMB_001128,2025-10-14
DIREXIS TUSGSAL,1,AMB_001128,2025-10-15
DIREXIS TUSGSAL,1,AMB_001131,2025-10-13
DIREXIS TUSGSAL,1,AMB_001131,2025-10-14
DIREXIS TUSGSAL,1,AMB_001147,2025-10-13
DIREXIS TUSGSAL,1,AMB_001147,2025-10-14
DIREXIS TUSGSAL,1,AMB_001148,2025-10-13
DIREXIS TUSGSAL,1,AMB_001148,2025-10-14
DIREXIS TUSGSAL,1,AMB_001152,2025-10-13
DIREXIS TUSGSAL,1,AMB_001152,2025-10-14
Moventis,1,AMB_001153,2025-10-13
Moventis,1,AMB_001153,2025-10-14
Moventis,1,AMB_001155,2025-10-13
Moventis,1,AMB_001155,2025-10-14
Avanza,1,AMB_001197,2025-10-15
Avanza,1,AMB_001200,2025-10-13
Avanza,1,AMB_001200,2025-10-14
Avanza,1,AMB_001200,2025-10-15
Avanza,1,AMB_001201,2025-10-13
Avanza,1,AMB_001201,2025-10-14
Avanza,1,AMB_001201,2025-10-15
Moventis,1,AMB_001202,2025-10-13
Moventis,1,AMB_001202,2025-10-14
Moventis,1,AMB_001203,2025-10-13
Moventis,1,AMB_001203,2025-10-14
DIREXIS TUSGSAL,1,AMB_001204,2025-10-13
DIREXIS TUSGSAL,1,AMB_001204,2025-10-14
DIREXIS TUSGSAL,1,AMB_001205,2025-10-13
DIREXIS TUSGSAL,1,AMB_001205,2025-10-14
Moventis,1,AMB_001206,2025-10-13
Moventis,1,AMB_001206,2025-10-14
Avanza,1,AMB_001210,2025-10-13
DIREXIS TUSGSAL,1,AMB_001231,2025-10-13
DIREXIS TUSGSAL,1,AMB_001231,2025-10-14
DIREXIS TUSGSAL,1,AMB_001231,2025-10-15
DIREXIS TUSGSAL,1,AMB_001242,2025-10-13
DIREXIS TUSGSAL,1,AMB_001242,2025-10-14
DIREXIS TUSGSAL,1,AMB_001252,2025-10-13
DIREXIS TUSGSAL,1,AMB_001252,2025-10-14
Avanza,1,AMB_001259,2025-10-13
Avanza,1,AMB_001259,2025-10-14
Avanza,1,AMB_001259,2025-10-15
Monbus (Horta),1,AMB_001260,2025-10-13
Monbus (Horta),1,AMB_001260,2025-10-14
Monbus (Horta),1,AMB_001261,2025-10-13
Monbus (Horta),1,AMB_001261,2025-10-14
DIREXIS TUSGSAL,1,AMB_001273,2025-10-13
DIREXIS TUSGSAL,1,AMB_001273,2025-10-14
DIREXIS TUSGSAL,1,AMB_001274,2025-10-13
DIREXIS TUSGSAL,1,AMB_001274,2025-10-14
DIREXIS TUSGSAL,1,AMB_001275,2025-10-13
DIREXIS TUSGSAL,1,AMB_001275,2025-10-14
DIREXIS TUSGSAL,1,AMB_001275,2025-10-15
DIREXIS TUSGSAL,1,AMB_001302,2025-10-13
DIREXIS TUSGSAL,1,AMB_001302,2025-10-14
DIREXIS TUSGSAL,1,AMB_001302,2025-10-15
Moventis (Port),1,AMB_001326,2025-10-13
Moventis (Port),1,AMB_001326,2025-10-14
DIREXIS TUSGSAL,1,AMB_001336,2025-10-13
DIREXIS TUSGSAL,1,AMB_001336,2025-10-14
DIREXIS TUSGSAL,1,AMB_001342,2025-10-13
DIREXIS TUSGSAL,1,AMB_001342,2025-10-14
Avanza,1,AMB_001364,2025-10-13
Avanza,1,AMB_001364,2025-10-14
Avanza,1,AMB_001364,2025-10-15
Avanza,1,AMB_001365,2025-10-13
Avanza,1,AMB_001365,2025-10-14
Avanza,1,AMB_001365,2025-10-15
Avanza,1,AMB_001373,2025-10-13
Avanza,1,AMB_001373,2025-10-14
Avanza,1,AMB_001373,2025-10-15
Moventis,1,AMB_001383,2025-10-13
Moventis,1,AMB_001383,2025-10-14
Moventis,1,AMB_001384,2025-10-13
Moventis,1,AMB_001384,2025-10-14
Monbus (Horta),1,AMB_001407,2025-10-13
Monbus (Horta),1,AMB_001407,2025-10-14
Monbus (Horta),1,AMB_001410,2025-10-13
Monbus (Horta),1,AMB_001410,2025-10-14
Avanza,1,AMB_001411,2025-10-15
DIREXIS TUSGSAL,1,AMB_001418,2025-10-13
DIREXIS TUSGSAL,1,AMB_001418,2025-10-14
DIREXIS TUSGSAL,1,AMB_001419,2025-10-13
DIREXIS TUSGSAL,1,AMB_001419,2025-10-14
DIREXIS TUSGSAL,1,AMB_001427,2025-10-13
DIREXIS TUSGSAL,1,AMB_001427,2025-10-14
Avanza,1,AMB_001438,2025-10-13
Avanza,1,AMB_001438,2025-10-14
Avanza,1,AMB_001438,2025-10-15
Avanza,1,AMB_001439,2025-10-13
Avanza,1,AMB_001439,2025-10-14
Avanza,1,AMB_001439,2025-10-15
DIREXIS TUSGSAL,1,AMB_001440,2025-10-13
DIREXIS TUSGSAL,1,AMB_001440,2025-10-14
DIREXIS TUSGSAL,1,AMB_001441,2025-10-13
DIREXIS TUSGSAL,1,AMB_001441,2025-10-14
Avanza,1,AMB_001460,2025-10-13
Avanza,1,AMB_001460,2025-10-14
Avanza,1,AMB_001460,2025-10-15
Avanza,1,AMB_001461,2025-10-13
Avanza,1,AMB_001461,2025-10-14
Avanza,1,AMB_001461,2025-10-15
Moventis,1,AMB_001485,2025-10-13
Moventis,1,AMB_001485,2025-10-14
Moventis,1,AMB_001486,2025-10-13
Moventis,1,AMB_001486,2025-10-14
Monbus (Horta),1,AMB_001522,2025-10-13
Monbus (Horta),1,AMB_001522,2025-10-14
Monbus (Horta),1,AMB_001533,2025-10-13
Monbus (Horta),1,AMB_001533,2025-10-14
Moventis,1,AMB_001553,2025-10-13
Moventis,1,AMB_001553,2025-10-14
DIREXIS TUSGSAL,1,AMB_001594,2025-10-13
DIREXIS TUSGSAL,1,AMB_001594,2025-10-14
Moventis,1,AMB_001613,2025-10-13
Moventis,1,AMB_001613,2025-10-14
DIREXIS TUSGSAL,1,AMB_001616,2025-10-13
DIREXIS TUSGSAL,1,AMB_001616,2025-10-14
DIREXIS TUSGSAL,1,AMB_001616,2025-10-15
Moventis,1,AMB_001652,2025-10-13
Moventis,1,AMB_001652,2025-10-14
Avanza,1,AMB_001653,2025-10-13
Avanza,1,AMB_001653,2025-10-14
Avanza,1,AMB_001653,2025-10-15
Avanza,1,AMB_001654,2025-10-13
Avanza,1,AMB_001654,2025-10-14
Avanza,1,AMB_001654,2025-10-15
Moventis,1,AMB_001658,2025-10-13
Moventis,1,AMB_001658,2025-10-14
DIREXIS TUSGSAL,1,AMB_001666,2025-10-13
DIREXIS TUSGSAL,1,AMB_001666,2025-10-14
DIREXIS TUSGSAL,1,AMB_001666,2025-10-15
Moventis,1,AMB_001691,2025-10-13
Moventis,1,AMB_001691,2025-10-14
DIREXIS TUSGSAL,1,AMB_001699,2025-10-13
DIREXIS TUSGSAL,1,AMB_001699,2025-10-14
DIREXIS TUSGSAL,1,AMB_001699,2025-10-15
DIREXIS TUSGSAL,1,AMB_001710,2025-10-13
DIREXIS TUSGSAL,1,AMB_001710,2025-10-14
Avanza,1,AMB_001713,2025-10-13
Avanza,1,AMB_001713,2025-10-14
Avanza,1,AMB_001713,2025-10-15
Avanza,1,AMB_001725,2025-10-13
Avanza,1,AMB_001725,2025-10-14
Avanza,1,AMB_001725,2025-10-15
Avanza,1,AMB_001726,2025-10-13
Avanza,1,AMB_001726,2025-10-14
Avanza,1,AMB_001726,2025-10-15
Moventis,1,AMB_001739,2025-10-13
Moventis,1,AMB_001739,2025-10-14
DIREXIS TUSGSAL,1,AMB_001744,2025-10-13
DIREXIS TUSGSAL,1,AMB_001744,2025-10-14
DIREXIS TUSGSAL,1,AMB_001744,2025-10-15
Avanza,1,AMB_001755,2025-10-13
Avanza,1,AMB_001755,2025-10-14
Avanza,1,AMB_001755,2025-10-15
Avanza,1,AMB_001756,2025-10-13
Avanza,1,AMB_001756,2025-10-14
Avanza,1,AMB_001756,2025-10-15
Avanza,1,AMB_001766,2025-10-13
Avanza,1,AMB_001766,2025-10-14
Avanza,1,AMB_001766,2025-10-15
Avanza,1,AMB_001767,2025-10-13
Avanza,1,AMB_001767,2025-10-14
Avanza,1,AMB_001767,2025-10-15
Avanza,1,AMB_001768,2025-10-13
Avanza,1,AMB_001768,2025-10-14
Avanza,1,AMB_001768,2025-10-15
DIREXIS TUSGSAL,1,AMB_001773,2025-10-13
DIREXIS TUSGSAL,1,AMB_001773,2025-10-14
DIREXIS TUSGSAL,1,AMB_001774,2025-10-13
DIREXIS TUSGSAL,1,AMB_001774,2025-10-14
Moventis,1,AMB_001789,2025-10-13
Moventis,1,AMB_001789,2025-10-14
Moventis,1,AMB_001902,2025-10-13
Moventis,1,AMB_001902,2025-10-14
Moventis,1,AMB_001919,2025-10-13
Moventis,1,AMB_001919,2025-10-14
Moventis,1,AMB_001922,2025-10-13
Moventis,1,AMB_001922,2025-10-14
DIREXIS TUSGSAL,1,AMB_001948,2025-10-13
DIREXIS TUSGSAL,1,AMB_001948,2025-10-14
DIREXIS TUSGSAL,1,AMB_001948,2025-10-15
Moventis,1,AMB_002137,2025-10-13
Moventis,1,AMB_002137,2025-10-14
Monbus (Horta),1,AMB_002234,2025-10-13
Monbus (Horta),1,AMB_002234,2025-10-14
Monbus (Horta),1,AMB_002235,2025-10-13
Monbus (Horta),1,AMB_002235,2025-10-14
DIREXIS TUSGSAL,1,AMB_002289,2025-10-13
DIREXIS TUSGSAL,1,AMB_002289,2025-10-14
DIREXIS TUSGSAL,1,AMB_002293,2025-10-13
DIREXIS TUSGSAL,1,AMB_002293,2025-10-14
DIREXIS TUSGSAL,1,AMB_002321,2025-10-13
DIREXIS TUSGSAL,1,AMB_002321,2025-10-14
DIREXIS TUSGSAL,1,AMB_002322,2025-10-13
DIREXIS TUSGSAL,1,AMB_002322,2025-10-14
DIREXIS TUSGSAL,1,AMB_002323,2025-10-13
DIREXIS TUSGSAL,1,AMB_002323,2025-10-14
Moventis,1,AMB_002363,2025-10-13
Moventis,1,AMB_002363,2025-10-14
Moventis,1,AMB_002379,2025-10-13
Moventis,1,AMB_002379,2025-10-14
DIREXIS TUSGSAL,1,AMB_002427,2025-10-13
DIREXIS TUSGSAL,1,AMB_002427,2025-10-14
Moventis,1,AMB_002517,2025-10-13
Moventis,1,AMB_002517,2025-10-14
Avanza,1,AMB_002541,2025-10-13
Avanza,1,AMB_002541,2025-10-14
Moventis,1,AMB_002571,2025-10-13
Moventis,1,AMB_002571,2025-10-14
DIREXIS TUSGSAL,1,AMB_002577,2025-10-13
DIREXIS TUSGSAL,1,AMB_002577,2025-10-14
DIREXIS TUSGSAL,1,AMB_002577,2025-10-15
DIREXIS TUSGSAL,1,AMB_002660,2025-10-13
DIREXIS TUSGSAL,1,AMB_002660,2025-10-14
DIREXIS TUSGSAL,1,AMB_002660,2025-10-15
Avanza,1,AMB_002706,2025-10-13
Avanza,1,AMB_002706,2025-10-14
Avanza,1,AMB_002706,2025-10-15
DIREXIS TUSGSAL,1,AMB_002725,2025-10-13
DIREXIS TUSGSAL,1,AMB_002725,2025-10-14
DIREXIS TUSGSAL,1,AMB_002741,2025-10-13
DIREXIS TUSGSAL,1,AMB_002741,2025-10-14
Monbus (Horta),1,AMB_002843,2025-10-13
Monbus (Horta),1,AMB_002843,2025-10-14
Monbus (Horta),1,AMB_002844,2025-10-13
Monbus (Horta),1,AMB_002844,2025-10-14
Monbus (Horta),1,AMB_002845,2025-10-13
Monbus (Horta),1,AMB_002845,2025-10-14
Monbus (Horta),1,AMB_002846,2025-10-13
Monbus (Horta),1,AMB_002846,2025-10-14
Monbus (Horta),1,AMB_002847,2025-10-13
Monbus (Horta),1,AMB_002847,2025-10-14
DIREXIS TUSGSAL,1,AMB_002905,2025-10-13
DIREXIS TUSGSAL,1,AMB_002905,2025-10-14
DIREXIS TUSGSAL,1,AMB_002995,2025-10-13
DIREXIS TUSGSAL,1,AMB_002995,2025-10-14
DIREXIS TUSGSAL,1,AMB_002995,2025-10-15
DIREXIS TUSGSAL,1,AMB_002997,2025-10-13
DIREXIS TUSGSAL,1,AMB_002997,2025-10-14
DIREXIS TUSGSAL,1,AMB_002997,2025-10-15
DIREXIS TUSGSAL,1,AMB_002998,2025-10-13
DIREXIS TUSGSAL,1,AMB_002998,2025-10-14
DIREXIS TUSGSAL,1,AMB_002998,2025-10-15
DIREXIS TUSGSAL,1,AMB_003027,2025-10-13
DIREXIS TUSGSAL,1,AMB_003027,2025-10-14
Avanza,1,AMB_003040,2025-10-13
Avanza,1,AMB_003040,2025-10-14
Avanza,1,AMB_003040,2025-10-15
Avanza,1,AMB_003119,2025-10-13
Avanza,1,AMB_003119,2025-10-14
Avanza,1,AMB_003119,2025-10-15
Avanza,1,AMB_003120,2025-10-13
Avanza,1,AMB_003120,2025-10-14
Avanza,1,AMB_003120,2025-10-15
Avanza,1,AMB_003122,2025-10-13
Avanza,1,AMB_003122,2025-10-14
Avanza,1,AMB_003122,2025-10-15
Avanza,1,AMB_003130,2025-10-13
Avanza,1,AMB_003130,2025-10-14
Avanza,1,AMB_003130,2025-10-15
Avanza,1,AMB_003131,2025-10-13
Avanza,1,AMB_003131,2025-10-14
Avanza,1,AMB_003131,2025-10-15
Moventis,1,AMB_003135,2025-10-13
Moventis,1,AMB_003135,2025-10-14
Moventis,1,AMB_003136,2025-10-13
Moventis,1,AMB_003136,2025-10-14
DIREXIS TUSGSAL,1,AMB_003221,2025-10-13
DIREXIS TUSGSAL,1,AMB_003221,2025-10-14
Avanza,1,AMB_003222,2025-10-13
Avanza,1,AMB_003222,2025-10-14
