"lst","num","stop_id","dia"
Avanza,1,AMB_003223,2025-10-13
Avanza,1,AMB_003223,2025-10-14
Avanza,1,AMB_003233,2025-10-13
Avanza,1,AMB_003233,2025-10-14
Avanza,1,AMB_003234,2025-10-13
Avanza,1,AMB_003234,2025-10-14
DIREXIS TUSGSAL,1,AMB_003241,2025-10-13
DIREXIS TUSGSAL,1,AMB_003241,2025-10-14
DIREXIS TUSGSAL,1,AMB_003241,2025-10-15
Avanza,1,AMB_003247,2025-10-13
Avanza,1,AMB_003247,2025-10-14
Avanza,1,AMB_003247,2025-10-15
DIREXIS TUSGSAL,1,AMB_003255,2025-10-13
DIREXIS TUSGSAL,1,AMB_003255,2025-10-14
DIREXIS TUSGSAL,1,AMB_003255,2025-10-15
Moventis,1,AMB_003288,2025-10-13
Moventis,1,AMB_003288,2025-10-14
Moventis,1,AMB_003300,2025-10-13
Moventis,1,AMB_003300,2025-10-14
DIREXIS TUSGSAL,1,AMB_003340,2025-10-13
DIREXIS TUSGSAL,1,AMB_003340,2025-10-14
DIREXIS TUSGSAL,1,AMB_003340,2025-10-15
DIREXIS TUSGSAL,1,AMB_003349,2025-10-13
DIREXIS TUSGSAL,1,AMB_003349,2025-10-14
DIREXIS TUSGSAL,1,AMB_003349,2025-10-15
DIREXIS TUSGSAL,1,AMB_003350,2025-10-13
DIREXIS TUSGSAL,1,AMB_003350,2025-10-14
DIREXIS TUSGSAL,1,AMB_003350,2025-10-15
DIREXIS TUSGSAL,1,AMB_003351,2025-10-13
DIREXIS TUSGSAL,1,AMB_003351,2025-10-14
DIREXIS TUSGSAL,1,AMB_003351,2025-10-15
DIREXIS TUSGSAL,1,AMB_003352,2025-10-13
DIREXIS TUSGSAL,1,AMB_003352,2025-10-14
DIREXIS TUSGSAL,1,AMB_003352,2025-10-15
DIREXIS TUSGSAL,1,AMB_003353,2025-10-13
DIREXIS TUSGSAL,1,AMB_003353,2025-10-14
DIREXIS TUSGSAL,1,AMB_003353,2025-10-15
DIREXIS TUSGSAL,1,AMB_003355,2025-10-13
DIREXIS TUSGSAL,1,AMB_003355,2025-10-14
Moventis,1,AMB_003359,2025-10-13
Moventis,1,AMB_003359,2025-10-14
Moventis,1,AMB_003360,2025-10-13
Moventis,1,AMB_003360,2025-10-14
Moventis,1,AMB_003361,2025-10-13
Moventis,1,AMB_003361,2025-10-14
Moventis,1,AMB_003362,2025-10-13
Moventis,1,AMB_003362,2025-10-14
Moventis,1,AMB_003363,2025-10-13
Moventis,1,AMB_003363,2025-10-14
Moventis,1,AMB_003364,2025-10-13
Moventis,1,AMB_003364,2025-10-14
Moventis,1,AMB_003375,2025-10-13
Moventis,1,AMB_003375,2025-10-14
Moventis,1,AMB_003376,2025-10-13
Moventis,1,AMB_003376,2025-10-14
DIREXIS TUSGSAL,1,AMB_003384,2025-10-13
DIREXIS TUSGSAL,1,AMB_003384,2025-10-14
DIREXIS TUSGSAL,1,AMB_003384,2025-10-15
DIREXIS TUSGSAL,1,AMB_003406,2025-10-13
DIREXIS TUSGSAL,1,AMB_003406,2025-10-14
DIREXIS TUSGSAL,1,AMB_003407,2025-10-13
DIREXIS TUSGSAL,1,AMB_003407,2025-10-14
DIREXIS TUSGSAL,1,AMB_003407,2025-10-15
Moventis,1,AMB_003435,2025-10-13
Moventis,1,AMB_003435,2025-10-14
Moventis,1,AMB_003441,2025-10-13
Moventis,1,AMB_003441,2025-10-14
Moventis,1,AMB_003461,2025-10-13
Moventis,1,AMB_003461,2025-10-14
Moventis,1,AMB_003463,2025-10-13
Moventis,1,AMB_003463,2025-10-14
Avanza,1,AMB_003473,2025-10-13
Avanza,1,AMB_003473,2025-10-14
Avanza,1,AMB_003473,2025-10-15
DIREXIS TUSGSAL,1,AMB_003476,2025-10-13
DIREXIS TUSGSAL,1,AMB_003476,2025-10-14
Moventis,1,AMB_003485,2025-10-13
Moventis,1,AMB_003485,2025-10-14
Moventis,1,AMB_003486,2025-10-13
Moventis,1,AMB_003486,2025-10-14
Moventis,1,AMB_003487,2025-10-13
Moventis,1,AMB_003487,2025-10-14
Moventis,1,AMB_003488,2025-10-13
Moventis,1,AMB_003488,2025-10-14
Moventis,1,AMB_003489,2025-10-13
Moventis,1,AMB_003489,2025-10-14
Moventis,1,AMB_003490,2025-10-13
Moventis,1,AMB_003490,2025-10-14
Moventis,1,AMB_003494,2025-10-13
Moventis,1,AMB_003494,2025-10-14
Moventis,1,AMB_003495,2025-10-13
Moventis,1,AMB_003495,2025-10-14
Moventis,1,AMB_003496,2025-10-13
Moventis,1,AMB_003496,2025-10-14
Moventis,1,AMB_003497,2025-10-13
Moventis,1,AMB_003497,2025-10-14
Moventis,1,AMB_003503,2025-10-13
Moventis,1,AMB_003503,2025-10-14
DIREXIS TUSGSAL,1,AMB_003550,2025-10-13
DIREXIS TUSGSAL,1,AMB_003550,2025-10-14
DIREXIS TUSGSAL,1,AMB_003550,2025-10-15
DIREXIS TUSGSAL,1,AMB_003551,2025-10-13
DIREXIS TUSGSAL,1,AMB_003551,2025-10-14
DIREXIS TUSGSAL,1,AMB_003551,2025-10-15
DIREXIS TUSGSAL,1,AMB_003562,2025-10-13
DIREXIS TUSGSAL,1,AMB_003562,2025-10-14
DIREXIS TUSGSAL,1,AMB_003562,2025-10-15
DIREXIS TUSGSAL,1,AMB_003565,2025-10-13
DIREXIS TUSGSAL,1,AMB_003565,2025-10-14
DIREXIS TUSGSAL,1,AMB_003565,2025-10-15
DIREXIS TUSGSAL,1,AMB_003571,2025-10-13
DIREXIS TUSGSAL,1,AMB_003571,2025-10-14
DIREXIS TUSGSAL,1,AMB_003572,2025-10-13
DIREXIS TUSGSAL,1,AMB_003572,2025-10-14
DIREXIS TUSGSAL,1,AMB_003641,2025-10-13
DIREXIS TUSGSAL,1,AMB_003641,2025-10-14
DIREXIS TUSGSAL,1,AMB_003641,2025-10-15
DIREXIS TUSGSAL,1,AMB_003676,2025-10-13
DIREXIS TUSGSAL,1,AMB_003676,2025-10-14
DIREXIS TUSGSAL,1,AMB_003677,2025-10-13
DIREXIS TUSGSAL,1,AMB_003677,2025-10-14
DIREXIS TUSGSAL,1,AMB_003678,2025-10-13
DIREXIS TUSGSAL,1,AMB_003678,2025-10-14
DIREXIS TUSGSAL,1,AMB_003679,2025-10-13
DIREXIS TUSGSAL,1,AMB_003679,2025-10-14
DIREXIS TUSGSAL,1,AMB_003680,2025-10-13
DIREXIS TUSGSAL,1,AMB_003680,2025-10-14
DIREXIS TUSGSAL,1,AMB_003681,2025-10-13
DIREXIS TUSGSAL,1,AMB_003681,2025-10-14
DIREXIS TUSGSAL,1,AMB_003682,2025-10-13
DIREXIS TUSGSAL,1,AMB_003682,2025-10-14
DIREXIS TUSGSAL,1,AMB_003683,2025-10-13
DIREXIS TUSGSAL,1,AMB_003683,2025-10-14
DIREXIS TUSGSAL,1,AMB_003684,2025-10-13
DIREXIS TUSGSAL,1,AMB_003684,2025-10-14
DIREXIS TUSGSAL,1,AMB_003685,2025-10-13
DIREXIS TUSGSAL,1,AMB_003685,2025-10-14
Moventis,1,AMB_003686,2025-10-13
Moventis,1,AMB_003686,2025-10-14
Moventis,1,AMB_003687,2025-10-13
Moventis,1,AMB_003687,2025-10-14
DIREXIS TUSGSAL,1,AMB_003688,2025-10-13
DIREXIS TUSGSAL,1,AMB_003688,2025-10-14
DIREXIS TUSGSAL,1,AMB_003688,2025-10-15
DIREXIS TUSGSAL,1,AMB_003689,2025-10-13
DIREXIS TUSGSAL,1,AMB_003689,2025-10-14
DIREXIS TUSGSAL,1,AMB_003689,2025-10-15
Moventis,1,AMB_003702,2025-10-13
Moventis,1,AMB_003702,2025-10-14
Moventis,1,AMB_003703,2025-10-13
Moventis,1,AMB_003703,2025-10-14
Moventis,1,AMB_003714,2025-10-13
Moventis,1,AMB_003714,2025-10-14
Moventis,1,AMB_003715,2025-10-13
Moventis,1,AMB_003715,2025-10-14
Moventis,1,AMB_003716,2025-10-13
Moventis,1,AMB_003716,2025-10-14
Moventis,1,AMB_003717,2025-10-13
Moventis,1,AMB_003717,2025-10-14
DIREXIS TUSGSAL,1,AMB_003804,2025-10-13
DIREXIS TUSGSAL,1,AMB_003804,2025-10-14
Moventis,1,AMB_008285,2025-10-13
Moventis,1,AMB_008285,2025-10-14
Monbus (Horta),1,AMB_009942,2025-10-13
Monbus (Horta),1,AMB_009942,2025-10-14
Moventis,1,AMB_100005,2025-10-13
Moventis,1,AMB_100005,2025-10-14
Avanza,1,AMB_100043,2025-10-13
Avanza,1,AMB_100043,2025-10-14
Avanza,1,AMB_100043,2025-10-15
Moventis,1,AMB_100118,2025-10-13
Moventis,1,AMB_100118,2025-10-14
Moventis,1,AMB_100121,2025-10-13
Moventis,1,AMB_100121,2025-10-14
DIREXIS TUSGSAL,1,AMB_100131,2025-10-13
DIREXIS TUSGSAL,1,AMB_100131,2025-10-14
DIREXIS TUSGSAL,1,AMB_100131,2025-10-15
DIREXIS TUSGSAL,1,AMB_100269,2025-10-13
DIREXIS TUSGSAL,1,AMB_100269,2025-10-14
DIREXIS TUSGSAL,1,AMB_100269,2025-10-15
Moventis,1,AMB_100292,2025-10-13
Moventis,1,AMB_100292,2025-10-14
Moventis,1,AMB_100294,2025-10-13
Moventis,1,AMB_100294,2025-10-14
Avanza,1,AMB_100330,2025-10-13
Avanza,1,AMB_100330,2025-10-14
Avanza,1,AMB_100331,2025-10-13
Avanza,1,AMB_100331,2025-10-14
Avanza,1,AMB_100333,2025-10-13
Avanza,1,AMB_100333,2025-10-14
Avanza,1,AMB_100334,2025-10-13
Avanza,1,AMB_100334,2025-10-14
Avanza,1,AMB_100335,2025-10-13
Avanza,1,AMB_100335,2025-10-14
Avanza,1,AMB_100339,2025-10-13
Avanza,1,AMB_100339,2025-10-14
Avanza,1,AMB_100340,2025-10-13
Avanza,1,AMB_100340,2025-10-14
Avanza,1,AMB_100341,2025-10-13
Avanza,1,AMB_100341,2025-10-14
Avanza,1,AMB_100356,2025-10-13
Avanza,1,AMB_100356,2025-10-14
Avanza,1,AMB_100356,2025-10-15
Avanza,1,AMB_100358,2025-10-13
Avanza,1,AMB_100358,2025-10-14
Avanza,1,AMB_100358,2025-10-15
Avanza,1,AMB_100401,2025-10-13
Avanza,1,AMB_100401,2025-10-14
Avanza,1,AMB_100401,2025-10-15
Avanza,1,AMB_100416,2025-10-13
Avanza,1,AMB_100416,2025-10-14
Avanza,1,AMB_100420,2025-10-13
Avanza,1,AMB_100420,2025-10-14
Avanza,1,AMB_100421,2025-10-13
Avanza,1,AMB_100421,2025-10-14
Avanza,1,AMB_100423,2025-10-13
Avanza,1,AMB_100423,2025-10-14
Avanza,1,AMB_100425,2025-10-13
Avanza,1,AMB_100425,2025-10-14
Avanza,1,AMB_100502,2025-10-13
Avanza,1,AMB_100502,2025-10-14
Avanza,1,AMB_100502,2025-10-15
Avanza,1,AMB_100516,2025-10-13
Avanza,1,AMB_100516,2025-10-14
Avanza,1,AMB_100521,2025-10-13
Avanza,1,AMB_100521,2025-10-14
Avanza,1,AMB_100522,2025-10-13
Avanza,1,AMB_100522,2025-10-14
DIREXIS TUSGSAL,1,AMB_100549,2025-10-13
DIREXIS TUSGSAL,1,AMB_100549,2025-10-14
DIREXIS TUSGSAL,1,AMB_100549,2025-10-15
Avanza,1,AMB_100556,2025-10-13
Avanza,1,AMB_100556,2025-10-14
Avanza,1,AMB_100558,2025-10-13
Avanza,1,AMB_100558,2025-10-14
DIREXIS TUSGSAL,1,AMB_100560,2025-10-13
DIREXIS TUSGSAL,1,AMB_100560,2025-10-14
Avanza,1,AMB_100562,2025-10-13
Avanza,1,AMB_100562,2025-10-14
Avanza,1,AMB_100565,2025-10-13
Avanza,1,AMB_100565,2025-10-14
Avanza,1,AMB_100567,2025-10-13
Avanza,1,AMB_100567,2025-10-14
Avanza,1,AMB_100574,2025-10-13
Avanza,1,AMB_100574,2025-10-14
Avanza,1,AMB_100574,2025-10-15
Moventis,1,AMB_100687,2025-10-13
Moventis,1,AMB_100687,2025-10-14
Moventis,1,AMB_100688,2025-10-13
Moventis,1,AMB_100688,2025-10-14
DIREXIS TUSGSAL,1,AMB_100693,2025-10-13
DIREXIS TUSGSAL,1,AMB_100693,2025-10-14
Moventis,1,AMB_100712,2025-10-13
Moventis,1,AMB_100712,2025-10-14
Moventis,1,AMB_100716,2025-10-13
Moventis,1,AMB_100716,2025-10-14
Moventis,1,AMB_100756,2025-10-13
Moventis,1,AMB_100756,2025-10-14
DIREXIS TUSGSAL,1,AMB_100786,2025-10-13
DIREXIS TUSGSAL,1,AMB_100786,2025-10-14
DIREXIS TUSGSAL,1,AMB_100786,2025-10-15
DIREXIS TUSGSAL,1,AMB_100787,2025-10-13
DIREXIS TUSGSAL,1,AMB_100787,2025-10-14
DIREXIS TUSGSAL,1,AMB_100787,2025-10-15
DIREXIS TUSGSAL,1,AMB_100793,2025-10-13
DIREXIS TUSGSAL,1,AMB_100793,2025-10-14
DIREXIS TUSGSAL,1,AMB_100795,2025-10-13
DIREXIS TUSGSAL,1,AMB_100795,2025-10-14
DIREXIS TUSGSAL,1,AMB_100797,2025-10-13
DIREXIS TUSGSAL,1,AMB_100797,2025-10-14
DIREXIS TUSGSAL,1,AMB_100800,2025-10-13
DIREXIS TUSGSAL,1,AMB_100800,2025-10-14
Avanza,1,AMB_100866,2025-10-13
Avanza,1,AMB_100866,2025-10-14
Avanza,1,AMB_100866,2025-10-15
Avanza,1,AMB_101008,2025-10-13
Avanza,1,AMB_101008,2025-10-14
DIREXIS TUSGSAL,1,AMB_101009,2025-10-13
DIREXIS TUSGSAL,1,AMB_101009,2025-10-14
DIREXIS TUSGSAL,1,AMB_101009,2025-10-15
DIREXIS TUSGSAL,1,AMB_101010,2025-10-13
DIREXIS TUSGSAL,1,AMB_101010,2025-10-14
DIREXIS TUSGSAL,1,AMB_101010,2025-10-15
DIREXIS TUSGSAL,1,AMB_101011,2025-10-13
DIREXIS TUSGSAL,1,AMB_101011,2025-10-14
DIREXIS TUSGSAL,1,AMB_101011,2025-10-15
DIREXIS TUSGSAL,1,AMB_101015,2025-10-13
DIREXIS TUSGSAL,1,AMB_101015,2025-10-14
DIREXIS TUSGSAL,1,AMB_101015,2025-10-15
DIREXIS TUSGSAL,1,AMB_101019,2025-10-13
DIREXIS TUSGSAL,1,AMB_101019,2025-10-14
DIREXIS TUSGSAL,1,AMB_101019,2025-10-15
DIREXIS TUSGSAL,1,AMB_101020,2025-10-13
DIREXIS TUSGSAL,1,AMB_101020,2025-10-14
DIREXIS TUSGSAL,1,AMB_101020,2025-10-15
DIREXIS TUSGSAL,1,AMB_101026,2025-10-13
DIREXIS TUSGSAL,1,AMB_101026,2025-10-14
DIREXIS TUSGSAL,1,AMB_101026,2025-10-15
DIREXIS TUSGSAL,1,AMB_101029,2025-10-13
DIREXIS TUSGSAL,1,AMB_101029,2025-10-14
DIREXIS TUSGSAL,1,AMB_101029,2025-10-15
DIREXIS TUSGSAL,1,AMB_101055,2025-10-13
DIREXIS TUSGSAL,1,AMB_101055,2025-10-14
DIREXIS TUSGSAL,1,AMB_101056,2025-10-13
DIREXIS TUSGSAL,1,AMB_101056,2025-10-14
Moventis,1,AMB_101112,2025-10-13
Moventis,1,AMB_101112,2025-10-14
Avanza,1,AMB_101128,2025-10-13
Avanza,1,AMB_101128,2025-10-14
Avanza,1,AMB_101128,2025-10-15
Avanza,1,AMB_101129,2025-10-13
Avanza,1,AMB_101129,2025-10-14
Avanza,1,AMB_101129,2025-10-15
DIREXIS TUSGSAL,1,AMB_101130,2025-10-13
DIREXIS TUSGSAL,1,AMB_101130,2025-10-14
DIREXIS TUSGSAL,1,AMB_101130,2025-10-15
DIREXIS TUSGSAL,1,AMB_101131,2025-10-13
DIREXIS TUSGSAL,1,AMB_101131,2025-10-14
DIREXIS TUSGSAL,1,AMB_101131,2025-10-15
DIREXIS TUSGSAL,1,AMB_101151,2025-10-13
DIREXIS TUSGSAL,1,AMB_101151,2025-10-14
DIREXIS TUSGSAL,1,AMB_101191,2025-10-13
DIREXIS TUSGSAL,1,AMB_101191,2025-10-14
DIREXIS TUSGSAL,1,AMB_101191,2025-10-15
DIREXIS TUSGSAL,1,AMB_101194,2025-10-13
DIREXIS TUSGSAL,1,AMB_101194,2025-10-14
DIREXIS TUSGSAL,1,AMB_101194,2025-10-15
DIREXIS TUSGSAL,1,AMB_101195,2025-10-13
DIREXIS TUSGSAL,1,AMB_101195,2025-10-14
DIREXIS TUSGSAL,1,AMB_101195,2025-10-15
DIREXIS TUSGSAL,1,AMB_101196,2025-10-13
DIREXIS TUSGSAL,1,AMB_101196,2025-10-14
DIREXIS TUSGSAL,1,AMB_101196,2025-10-15
DIREXIS TUSGSAL,1,AMB_101276,2025-10-13
DIREXIS TUSGSAL,1,AMB_101276,2025-10-14
DIREXIS TUSGSAL,1,AMB_101276,2025-10-15
DIREXIS TUSGSAL,1,AMB_101277,2025-10-13
DIREXIS TUSGSAL,1,AMB_101277,2025-10-14
DIREXIS TUSGSAL,1,AMB_101277,2025-10-15
DIREXIS TUSGSAL,1,AMB_101278,2025-10-13
DIREXIS TUSGSAL,1,AMB_101278,2025-10-14
DIREXIS TUSGSAL,1,AMB_101278,2025-10-15
Avanza,1,AMB_101322,2025-10-13
Avanza,1,AMB_101322,2025-10-14
Moventis,1,AMB_101334,2025-10-13
Moventis,1,AMB_101334,2025-10-14
Monbus (Horta),1,AMB_101341,2025-10-13
Monbus (Horta),1,AMB_101341,2025-10-14
DIREXIS TUSGSAL,1,AMB_101493,2025-10-13
DIREXIS TUSGSAL,1,AMB_101493,2025-10-14
Avanza,1,AMB_101654,2025-10-13
Avanza,1,AMB_101654,2025-10-14
Avanza,1,AMB_101654,2025-10-15
Avanza,1,AMB_101656,2025-10-13
Avanza,1,AMB_101656,2025-10-14
Avanza,1,AMB_101658,2025-10-13
Avanza,1,AMB_101658,2025-10-14
Avanza,1,AMB_101660,2025-10-13
Avanza,1,AMB_101660,2025-10-14
Avanza,1,AMB_101660,2025-10-15
Avanza,1,AMB_101661,2025-10-13
Avanza,1,AMB_101661,2025-10-14
Avanza,1,AMB_101661,2025-10-15
Avanza,1,AMB_101662,2025-10-13
Avanza,1,AMB_101662,2025-10-14
Avanza,1,AMB_101662,2025-10-15
Avanza,1,AMB_101664,2025-10-13
Avanza,1,AMB_101664,2025-10-14
Avanza,1,AMB_101664,2025-10-15
Avanza,1,AMB_101665,2025-10-13
Avanza,1,AMB_101665,2025-10-14
Avanza,1,AMB_101665,2025-10-15
Avanza,1,AMB_101666,2025-10-13
Avanza,1,AMB_101666,2025-10-14
Avanza,1,AMB_101666,2025-10-15
Avanza,1,AMB_101669,2025-10-13
Avanza,1,AMB_101669,2025-10-14
Avanza,1,AMB_101669,2025-10-15
Avanza,1,AMB_101670,2025-10-13
Avanza,1,AMB_101670,2025-10-14
Avanza,1,AMB_101670,2025-10-15
Avanza,1,AMB_101671,2025-10-13
Avanza,1,AMB_101671,2025-10-14
Avanza,1,AMB_101671,2025-10-15
Avanza,1,AMB_101675,2025-10-13
Avanza,1,AMB_101675,2025-10-14
Avanza,1,AMB_101675,2025-10-15
Avanza,1,AMB_101676,2025-10-13
Avanza,1,AMB_101676,2025-10-14
Avanza,1,AMB_101676,2025-10-15
Avanza,1,AMB_101677,2025-10-13
Avanza,1,AMB_101677,2025-10-14
Avanza,1,AMB_101677,2025-10-15
DIREXIS TUSGSAL,1,AMB_101681,2025-10-13
DIREXIS TUSGSAL,1,AMB_101681,2025-10-14
DIREXIS TUSGSAL,1,AMB_101681,2025-10-15
DIREXIS TUSGSAL,1,AMB_101683,2025-10-13
DIREXIS TUSGSAL,1,AMB_101683,2025-10-14
DIREXIS TUSGSAL,1,AMB_101683,2025-10-15
DIREXIS TUSGSAL,1,AMB_101685,2025-10-13
DIREXIS TUSGSAL,1,AMB_101685,2025-10-14
DIREXIS TUSGSAL,1,AMB_101685,2025-10-15
DIREXIS TUSGSAL,1,AMB_101733,2025-10-13
DIREXIS TUSGSAL,1,AMB_101733,2025-10-14
DIREXIS TUSGSAL,1,AMB_101733,2025-10-15
DIREXIS TUSGSAL,1,AMB_101735,2025-10-13
DIREXIS TUSGSAL,1,AMB_101735,2025-10-14
DIREXIS TUSGSAL,1,AMB_101735,2025-10-15
DIREXIS TUSGSAL,1,AMB_101736,2025-10-13
DIREXIS TUSGSAL,1,AMB_101736,2025-10-14
DIREXIS TUSGSAL,1,AMB_101736,2025-10-15
Avanza,1,AMB_101760,2025-10-13
Avanza,1,AMB_101760,2025-10-14
Avanza,1,AMB_101760,2025-10-15
Avanza,1,AMB_101767,2025-10-13
Avanza,1,AMB_101767,2025-10-14
Avanza,1,AMB_101767,2025-10-15
Avanza,1,AMB_101770,2025-10-13
Avanza,1,AMB_101770,2025-10-14
Avanza,1,AMB_101770,2025-10-15
Avanza,1,AMB_101772,2025-10-13
Avanza,1,AMB_101772,2025-10-14
DIREXIS TUSGSAL,1,AMB_101775,2025-10-13
DIREXIS TUSGSAL,1,AMB_101775,2025-10-14
DIREXIS TUSGSAL,1,AMB_101775,2025-10-15
DIREXIS TUSGSAL,1,AMB_101776,2025-10-14
DIREXIS TUSGSAL,1,AMB_101776,2025-10-15
Avanza,1,AMB_101851,2025-10-13
Avanza,1,AMB_101851,2025-10-14
Avanza,1,AMB_101851,2025-10-15
Moventis,1,AMB_101888,2025-10-13
Moventis,1,AMB_101888,2025-10-14
Avanza,1,AMB_102040,2025-10-13
Avanza,1,AMB_102040,2025-10-14
Avanza,1,AMB_102040,2025-10-15
DIREXIS TUSGSAL,1,AMB_102045,2025-10-13
DIREXIS TUSGSAL,1,AMB_102045,2025-10-14
Moventis,1,AMB_102132,2025-10-13
Moventis,1,AMB_102132,2025-10-14
Moventis,1,AMB_102133,2025-10-13
Moventis,1,AMB_102133,2025-10-14
Moventis,1,AMB_102163,2025-10-13
Moventis,1,AMB_102163,2025-10-14
Moventis,1,AMB_102177,2025-10-13
Moventis,1,AMB_102177,2025-10-14
Moventis,1,AMB_102200,2025-10-13
Moventis,1,AMB_102200,2025-10-14
Monbus (Horta),1,AMB_102226,2025-10-13
Monbus (Horta),1,AMB_102226,2025-10-14
Monbus (Horta),1,AMB_102227,2025-10-13
Monbus (Horta),1,AMB_102227,2025-10-14
Monbus (Horta),1,AMB_102228,2025-10-13
Monbus (Horta),1,AMB_102228,2025-10-14
Moventis,1,AMB_102249,2025-10-13
Moventis,1,AMB_102249,2025-10-14
DIREXIS TUSGSAL,1,AMB_102251,2025-10-13
DIREXIS TUSGSAL,1,AMB_102251,2025-10-14
DIREXIS TUSGSAL,1,AMB_102276,2025-10-13
DIREXIS TUSGSAL,1,AMB_102276,2025-10-14
DIREXIS TUSGSAL,1,AMB_102276,2025-10-15
Moventis,1,AMB_102339,2025-10-13
Moventis,1,AMB_102339,2025-10-14
DIREXIS TUSGSAL,1,AMB_102470,2025-10-13
DIREXIS TUSGSAL,1,AMB_102470,2025-10-14
DIREXIS TUSGSAL,1,AMB_102470,2025-10-15
DIREXIS TUSGSAL,1,AMB_102524,2025-10-13
DIREXIS TUSGSAL,1,AMB_102524,2025-10-14
DIREXIS TUSGSAL,1,AMB_102526,2025-10-13
DIREXIS TUSGSAL,1,AMB_102526,2025-10-14
DIREXIS TUSGSAL,1,AMB_102577,2025-10-13
DIREXIS TUSGSAL,1,AMB_102577,2025-10-14
DIREXIS TUSGSAL,1,AMB_102577,2025-10-15
Moventis,1,AMB_102601,2025-10-13
Moventis,1,AMB_102601,2025-10-14
Monbus (Horta),1,AMB_102722,2025-10-13
Monbus (Horta),1,AMB_102722,2025-10-14
Monbus (Horta),1,AMB_102723,2025-10-13
Monbus (Horta),1,AMB_102723,2025-10-14
DIREXIS TUSGSAL,1,AMB_102819,2025-10-13
DIREXIS TUSGSAL,1,AMB_102819,2025-10-14
Monbus (Horta),1,AMB_102823,2025-10-13
Monbus (Horta),1,AMB_102823,2025-10-14
Monbus (Horta),1,AMB_102824,2025-10-13
Monbus (Horta),1,AMB_102824,2025-10-14
Monbus (Horta),1,AMB_102825,2025-10-13
Monbus (Horta),1,AMB_102825,2025-10-14
Avanza,1,AMB_102847,2025-10-13
Avanza,1,AMB_102847,2025-10-14
Avanza,1,AMB_102847,2025-10-15
Moventis,1,AMB_102915,2025-10-13
Moventis,1,AMB_102915,2025-10-14
Monbus (Horta),1,AMB_102952,2025-10-13
Monbus (Horta),1,AMB_102952,2025-10-14
Monbus (Horta),1,AMB_102953,2025-10-13
Monbus (Horta),1,AMB_102953,2025-10-14
Monbus (Horta),1,AMB_102954,2025-10-13
Monbus (Horta),1,AMB_102954,2025-10-14
Monbus (Horta),1,AMB_102955,2025-10-13
Monbus (Horta),1,AMB_102955,2025-10-14
DIREXIS TUSGSAL,1,AMB_103132,2025-10-13
DIREXIS TUSGSAL,1,AMB_103132,2025-10-14
DIREXIS TUSGSAL,1,AMB_103132,2025-10-15
DIREXIS TUSGSAL,1,AMB_103134,2025-10-13
DIREXIS TUSGSAL,1,AMB_103134,2025-10-14
DIREXIS TUSGSAL,1,AMB_103134,2025-10-15
DIREXIS TUSGSAL,1,AMB_103228,2025-10-13
DIREXIS TUSGSAL,1,AMB_103228,2025-10-14
Avanza,1,AMB_103590,2025-10-13
Avanza,1,AMB_103590,2025-10-14
Avanza,1,AMB_103590,2025-10-15
Avanza,1,AMB_103632,2025-10-13
Avanza,1,AMB_103632,2025-10-14
Avanza,1,AMB_103632,2025-10-15
DIREXIS TUSGSAL,1,AMB_103859,2025-10-13
DIREXIS TUSGSAL,1,AMB_103859,2025-10-14
DIREXIS TUSGSAL,1,AMB_103863,2025-10-13
DIREXIS TUSGSAL,1,AMB_103863,2025-10-14
Avanza,1,AMB_103930,2025-10-13
Avanza,1,AMB_103930,2025-10-14
Avanza,1,AMB_103930,2025-10-15
Avanza,1,AMB_103931,2025-10-13
