"lst","num","stop_id","dia"
Moventis,1,AMB_110482,2025-10-13
Moventis,1,AMB_110482,2025-10-14
Moventis,1,AMB_110492,2025-10-13
Moventis,1,AMB_110492,2025-10-14
Avanza,1,AMB_110503,2025-10-13
Avanza,1,AMB_110503,2025-10-14
Moventis,1,AMB_110518,2025-10-13
Moventis,1,AMB_110518,2025-10-14
Moventis,1,AMB_110519,2025-10-13
Moventis,1,AMB_110519,2025-10-14
Moventis,1,AMB_110586,2025-10-13
Moventis,1,AMB_110586,2025-10-14
DIREXIS TUSGSAL,1,AMB_110587,2025-10-13
DIREXIS TUSGSAL,1,AMB_110587,2025-10-14
DIREXIS TUSGSAL,1,AMB_110587,2025-10-15
DIREXIS TUSGSAL,1,AMB_112129,2025-10-13
DIREXIS TUSGSAL,1,AMB_112129,2025-10-14
DIREXIS TUSGSAL,1,AMB_112142,2025-10-13
DIREXIS TUSGSAL,1,AMB_112142,2025-10-14
Avanza,1,AMB_112200,2025-10-13
Avanza,1,AMB_112200,2025-10-14
Avanza,1,AMB_112200,2025-10-15
Avanza,1,AMB_112201,2025-10-13
Avanza,1,AMB_112201,2025-10-14
Avanza,1,AMB_112201,2025-10-15
Avanza,1,AMB_112216,2025-10-13
Avanza,1,AMB_112216,2025-10-14
Avanza,1,AMB_112216,2025-10-15
Moventis,1,AMB_112370,2025-10-13
Moventis,1,AMB_112370,2025-10-14
Avanza,1,AMB_112390,2025-10-13
Avanza,1,AMB_112390,2025-10-14
Avanza,1,AMB_112391,2025-10-13
Avanza,1,AMB_112391,2025-10-14
Avanza,1,AMB_112392,2025-10-13
Avanza,1,AMB_112392,2025-10-14
Moventis (Port),1,AMB_112403,2025-10-13
Moventis (Port),1,AMB_112403,2025-10-14
Moventis,1,AMB_112405,2025-10-13
Moventis,1,AMB_112405,2025-10-14
Avanza,1,AMB_112423,2025-10-13
Avanza,1,AMB_112423,2025-10-14
Avanza,1,AMB_112442,2025-10-13
Avanza,1,AMB_112442,2025-10-14
Avanza,1,AMB_112442,2025-10-15
Avanza,1,AMB_112443,2025-10-13
Avanza,1,AMB_112443,2025-10-14
Avanza,1,AMB_112443,2025-10-15
Avanza,1,AMB_112444,2025-10-13
Avanza,1,AMB_112444,2025-10-14
Avanza,1,AMB_112444,2025-10-15
Moventis,1,AMB_112524,2025-10-13
Moventis,1,AMB_112524,2025-10-14
Moventis,1,AMB_112533,2025-10-13
Moventis,1,AMB_112533,2025-10-14
Soler i Sauret,1,AMB_200018,2025-10-13
Soler i Sauret,1,AMB_200018,2025-10-14
Soler i Sauret,1,AMB_200020,2025-10-13
Soler i Sauret,1,AMB_200020,2025-10-14
Soler i Sauret,1,AMB_200021,2025-10-13
Soler i Sauret,1,AMB_200021,2025-10-14
Soler i Sauret,1,AMB_200022,2025-10-13
Soler i Sauret,1,AMB_200022,2025-10-14
Soler i Sauret,1,AMB_200024,2025-10-13
Soler i Sauret,1,AMB_200024,2025-10-14
Soler i Sauret,1,AMB_200025,2025-10-13
Soler i Sauret,1,AMB_200025,2025-10-14
Soler i Sauret,1,AMB_200027,2025-10-13
Soler i Sauret,1,AMB_200027,2025-10-14
Soler i Sauret,1,AMB_200029,2025-10-13
Soler i Sauret,1,AMB_200029,2025-10-14
Soler i Sauret,1,AMB_200031,2025-10-13
Soler i Sauret,1,AMB_200031,2025-10-14
Soler i Sauret,1,AMB_200032,2025-10-13
Soler i Sauret,1,AMB_200032,2025-10-14
Soler i Sauret,1,AMB_200086,2025-10-13
Soler i Sauret,1,AMB_200086,2025-10-14
Soler i Sauret,1,AMB_200211,2025-10-13
Soler i Sauret,1,AMB_200211,2025-10-14
Soler i Sauret,1,AMB_200212,2025-10-13
Soler i Sauret,1,AMB_200212,2025-10-14
Soler i Sauret,1,AMB_200218,2025-10-13
Soler i Sauret,1,AMB_200218,2025-10-14
Soler i Sauret,1,AMB_200219,2025-10-13
Soler i Sauret,1,AMB_200219,2025-10-14
Soler i Sauret,1,AMB_200220,2025-10-13
Soler i Sauret,1,AMB_200220,2025-10-14
Soler i Sauret,1,AMB_200221,2025-10-13
Soler i Sauret,1,AMB_200221,2025-10-14
Soler i Sauret,1,AMB_200229,2025-10-13
Soler i Sauret,1,AMB_200229,2025-10-14
Soler i Sauret,1,AMB_200230,2025-10-13
Soler i Sauret,1,AMB_200230,2025-10-14
Soler i Sauret,1,AMB_200232,2025-10-13
Soler i Sauret,1,AMB_200232,2025-10-14
Soler i Sauret,1,AMB_200238,2025-10-13
Soler i Sauret,1,AMB_200238,2025-10-14
Soler i Sauret,1,AMB_200240,2025-10-13
Soler i Sauret,1,AMB_200240,2025-10-14
Soler i Sauret,1,AMB_200241,2025-10-13
Soler i Sauret,1,AMB_200241,2025-10-14
Soler i Sauret,1,AMB_200242,2025-10-13
Soler i Sauret,1,AMB_200242,2025-10-14
Soler i Sauret,1,AMB_200243,2025-10-13
Soler i Sauret,1,AMB_200243,2025-10-14
Soler i Sauret,1,AMB_200244,2025-10-13
Soler i Sauret,1,AMB_200244,2025-10-14
Soler i Sauret,1,AMB_200246,2025-10-13
Soler i Sauret,1,AMB_200246,2025-10-14
Soler i Sauret,1,AMB_200247,2025-10-13
Soler i Sauret,1,AMB_200247,2025-10-14
Soler i Sauret,1,AMB_200255,2025-10-13
Soler i Sauret,1,AMB_200255,2025-10-14
Soler i Sauret,1,AMB_200256,2025-10-13
Soler i Sauret,1,AMB_200256,2025-10-14
Soler i Sauret,1,AMB_200263,2025-10-13
Soler i Sauret,1,AMB_200263,2025-10-14
Soler i Sauret,1,AMB_200264,2025-10-13
Soler i Sauret,1,AMB_200264,2025-10-14
Soler i Sauret,1,AMB_200265,2025-10-13
Soler i Sauret,1,AMB_200265,2025-10-14
Soler i Sauret,1,AMB_200275,2025-10-13
Soler i Sauret,1,AMB_200275,2025-10-14
Soler i Sauret,1,AMB_200276,2025-10-13
Soler i Sauret,1,AMB_200276,2025-10-14
Soler i Sauret,1,AMB_200280,2025-10-13
Soler i Sauret,1,AMB_200280,2025-10-14
Soler i Sauret,1,AMB_200283,2025-10-13
Soler i Sauret,1,AMB_200283,2025-10-14
Soler i Sauret,1,AMB_200286,2025-10-13
Soler i Sauret,1,AMB_200286,2025-10-14
Soler i Sauret,1,AMB_200288,2025-10-13
Soler i Sauret,1,AMB_200288,2025-10-14
Soler i Sauret,1,AMB_200289,2025-10-13
Soler i Sauret,1,AMB_200289,2025-10-14
Sagalés (Mataró - St. Celoni),1,CIN_2365,2025-10-13
Sagalés (Mataró - St. Celoni),1,CIN_2365,2025-10-14
Sagalés (Mataró - St. Celoni),1,CIN_3358,2025-10-13
Sagalés (Mataró - St. Celoni),1,CIN_3358,2025-10-14
Sagalés (Mataró - St. Celoni),1,CIN_3359,2025-10-13
Sagalés (Mataró - St. Celoni),1,CIN_3359,2025-10-14
Sagalés (Mataró - St. Celoni),1,CIN_3361,2025-10-13
Sagalés (Mataró - St. Celoni),1,CIN_3361,2025-10-14
Sagalés (Mataró - St. Celoni),1,CIN_3375,2025-10-13
Sagalés (Mataró - St. Celoni),1,CIN_3375,2025-10-14
Sagalés (Mataró - St. Celoni),1,CIN_4987,2025-10-13
Sagalés (Mataró - St. Celoni),1,CIN_4987,2025-10-14
Sagalés (Mataró - St. Celoni),1,CIN_9328,2025-10-13
Sagalés (Mataró - St. Celoni),1,CIN_9328,2025-10-14
Sagalés (Costa),1,COS_19005,2025-10-13
Sagalés (Costa),1,COS_19005,2025-10-14
Sagalés (Costa),1,COS_19006,2025-10-13
Sagalés (Costa),1,COS_19006,2025-10-14
Sagalés (Costa),1,COS_19008,2025-10-13
Sagalés (Costa),1,COS_19008,2025-10-14
Sagalés (Costa),1,COS_19009,2025-10-13
Sagalés (Costa),1,COS_19009,2025-10-14
Sagalés (Costa),1,COS_19010,2025-10-13
Sagalés (Costa),1,COS_19010,2025-10-14
Sagalés (Costa),1,COS_19011,2025-10-13
Sagalés (Costa),1,COS_19011,2025-10-14
Sagalés (Costa),1,COS_19051,2025-10-13
Sagalés (Costa),1,COS_19051,2025-10-14
Sagalés (Costa),1,COS_19062,2025-10-13
Sagalés (Costa),1,COS_19062,2025-10-14
Sagalés (Costa),1,COS_19063,2025-10-13
Sagalés (Costa),1,COS_19063,2025-10-14
Sagalés (Costa),1,COS_19064,2025-10-13
Sagalés (Costa),1,COS_19064,2025-10-14
Sagalés (Costa),1,COS_19100,2025-10-13
Sagalés (Costa),1,COS_19100,2025-10-14
Sagalés (Costa),1,COS_19150,2025-10-13
Sagalés (Costa),1,COS_19150,2025-10-14
Sagalés (Costa),1,COS_2678,2025-10-13
Sagalés (Costa),1,COS_2678,2025-10-14
DIREXIS TUSGSAL,1,COS_7134,2025-10-13
DIREXIS TUSGSAL,1,COS_7134,2025-10-14
Sagalés (Vallès Oriental),1,CRA_13,2025-10-13
Sagalés (Vallès Oriental),1,CRA_13,2025-10-14
Sagalés (Vallès Oriental),1,CRA_1324,2025-10-13
Sagalés (Vallès Oriental),1,CRA_1324,2025-10-14
Sagalés (Vallès Oriental),1,CRA_1409,2025-10-13
Sagalés (Vallès Oriental),1,CRA_1409,2025-10-14
Sagalés (Vallès Oriental),1,CRA_1876,2025-10-13
Sagalés (Vallès Oriental),1,CRA_1876,2025-10-14
Sagalés (Vallès Oriental),1,CRA_1888,2025-10-13
Sagalés (Vallès Oriental),1,CRA_1888,2025-10-14
Sagalés (Vallès Oriental),1,CRA_290,2025-10-13
Sagalés (Vallès Oriental),1,CRA_290,2025-10-14
Sagalés (Vallès Oriental),1,CRA_3103,2025-10-13
Sagalés (Vallès Oriental),1,CRA_3103,2025-10-14
Sagalés (Vallès Oriental),1,CRA_3106,2025-10-13
Sagalés (Vallès Oriental),1,CRA_3106,2025-10-14
Sagalés (Vallès Oriental),1,CRA_3114,2025-10-13
Sagalés (Vallès Oriental),1,CRA_3114,2025-10-14
DIREXIS TUSGSAL,1,CRA_3115,2025-10-13
DIREXIS TUSGSAL,1,CRA_3115,2025-10-14
Sagalés (Vallès Oriental),1,CRA_3116,2025-10-13
Sagalés (Vallès Oriental),1,CRA_3116,2025-10-14
Sagalés (Vallès Oriental),1,CRA_3117,2025-10-13
Sagalés (Vallès Oriental),1,CRA_3117,2025-10-14
Sagalés (Vallès Oriental),1,CRA_3119,2025-10-13
Sagalés (Vallès Oriental),1,CRA_3119,2025-10-14
Sagalés (Vallès Oriental),1,CRA_3921,2025-10-13
Sagalés (Vallès Oriental),1,CRA_3921,2025-10-14
Sagalés (Vallès Oriental),1,CRA_4648,2025-10-13
Sagalés (Vallès Oriental),1,CRA_4648,2025-10-14
Sagalés (Vallès Oriental),1,CRA_9040,2025-10-13
Sagalés (Vallès Oriental),1,CRA_9040,2025-10-14
Sagalés (Vallès Oriental),1,CRA_9103,2025-10-13
Sagalés (Vallès Oriental),1,CRA_9103,2025-10-14
Sagalés (Vallès Oriental),1,FYT_2267,2025-10-13
Sagalés (Vallès Oriental),1,FYT_2267,2025-10-14
Sagalés (Vallès Oriental),1,FYT_2858,2025-10-13
Sagalés (Vallès Oriental),1,FYT_2858,2025-10-14
Sagalés (Vallès Oriental),1,FYT_2858,2025-10-15
Sagalés (Vallès Oriental),1,FYT_3793,2025-10-13
Sagalés (Vallès Oriental),1,FYT_8361,2025-10-13
Sagalés (Vallès Oriental),1,FYT_8361,2025-10-14
Sagalés (Vallès Oriental),1,FYT_8361,2025-10-15
Autocars Gamón,1,GAM_P146,2025-10-13
Autocars Gamón,1,GAM_P146,2025-10-14
Autocars Gamón,1,GAM_P148,2025-10-13
Autocars Gamón,1,GAM_P148,2025-10-14
Autocars Gamón,1,GAM_P151,2025-10-13
Autocars Gamón,1,GAM_P151,2025-10-14
Autocars Gamón,1,GAM_P169,2025-10-13
Autocars Gamón,1,GAM_P169,2025-10-14
ALSINA GRAELLS,1,GAM_P172,2025-10-13
ALSINA GRAELLS,1,GAM_P172,2025-10-14
ALSINA GRAELLS,1,GAM_P20,2025-10-13
ALSINA GRAELLS,1,GAM_P20,2025-10-14
Autocars Gamón,1,GAM_P75,2025-10-13
Autocars Gamón,1,GAM_P75,2025-10-14
Transgran,1,GRA_3057,2025-10-13
Transgran,1,GRA_3057,2025-10-14
Transgran,1,GRA_3063,2025-10-13
Transgran,1,GRA_3063,2025-10-14
Transgran,1,GRA_4288,2025-10-13
Transgran,1,GRA_4288,2025-10-14
Transgran,1,GRA_4300,2025-10-13
Transgran,1,GRA_4300,2025-10-14
Transgran,1,GRA_4444,2025-10-13
Transgran,1,GRA_4444,2025-10-14
Transgran,1,GRA_4467,2025-10-13
Transgran,1,GRA_4467,2025-10-14
Transgran,1,GRA_5128,2025-10-13
Transgran,1,GRA_5128,2025-10-14
Transgran,1,GRA_5129,2025-10-13
Transgran,1,GRA_5129,2025-10-14
Transgran,1,GRA_6051,2025-10-13
Transgran,1,GRA_6051,2025-10-14
Transgran,1,GRA_6052,2025-10-13
Transgran,1,GRA_6052,2025-10-14
Transgran,1,GRA_6062,2025-10-13
Transgran,1,GRA_6062,2025-10-14
Transgran,1,GRA_6063,2025-10-13
Transgran,1,GRA_6063,2025-10-14
Transgran,1,GRA_7624,2025-10-13
Transgran,1,GRA_7624,2025-10-14
Transgran,1,GRA_7696,2025-10-13
Transgran,1,GRA_7696,2025-10-14
BusManresa,1,MAN_5711,2025-10-13
BusManresa,1,MAN_5711,2025-10-14
BusManresa,1,MAN_5712,2025-10-13
BusManresa,1,MAN_5712,2025-10-14
BusManresa,1,MAN_9209,2025-10-13
BusManresa,1,MAN_9209,2025-10-14
BusManresa,1,MAN_9715,2025-10-13
BusManresa,1,MAN_9715,2025-10-14
urbà Mont-roig,1,MON_11,2025-10-13
urbà Mont-roig,1,MON_11,2025-10-14
urbà Mont-roig,1,MON_16,2025-10-13
urbà Mont-roig,1,MON_16,2025-10-14
urbà Mont-roig,1,MON_23,2025-10-13
urbà Mont-roig,1,MON_23,2025-10-14
urbà Mont-roig,1,MON_3,2025-10-13
urbà Mont-roig,1,MON_3,2025-10-14
Sagalés (Osona),1,OSO_1231,2025-10-13
Sagalés (Osona),1,OSO_1231,2025-10-14
Sagalés (Bages),1,OSO_1801,2025-10-13
Sagalés (Bages),1,OSO_1801,2025-10-14
Urbà de Vic,1,OSO_2392,2025-10-13
Urbà de Vic,1,OSO_2392,2025-10-14
Sagalés (Osona),1,OSO_2687,2025-10-13
Sagalés (Osona),1,OSO_2687,2025-10-14
Sagalés (Osona),1,OSO_2690,2025-10-13
Sagalés (Osona),1,OSO_2690,2025-10-14
Sagalés (Osona),1,OSO_2721,2025-10-13
Sagalés (Osona),1,OSO_2721,2025-10-14
Sagalés (Osona),1,OSO_2722,2025-10-13
Sagalés (Osona),1,OSO_2722,2025-10-14
Sagalés (Osona),1,OSO_2741,2025-10-13
Sagalés (Osona),1,OSO_2741,2025-10-14
Sagalés (Osona),1,OSO_2743,2025-10-13
Sagalés (Osona),1,OSO_2743,2025-10-14
Sagalés (Osona),1,OSO_2784,2025-10-13
Sagalés (Osona),1,OSO_2784,2025-10-14
Sagalés (Osona),1,OSO_4821,2025-10-13
Sagalés (Osona),1,OSO_4821,2025-10-14
Sagalés (Osona),1,OSO_4839,2025-10-13
Sagalés (Osona),1,OSO_4839,2025-10-14
Sagalés (Osona),1,OSO_4965,2025-10-13
Sagalés (Osona),1,OSO_4965,2025-10-14
Sagalés (Osona),1,OSO_8144,2025-10-13
Sagalés (Osona),1,OSO_8144,2025-10-14
REUS TRANSPORT,1,REU_101,2025-10-13
REUS TRANSPORT,1,REU_101,2025-10-14
REUS TRANSPORT,1,REU_109,2025-10-13
REUS TRANSPORT,1,REU_109,2025-10-14
REUS TRANSPORT,1,REU_117,2025-10-13
REUS TRANSPORT,1,REU_117,2025-10-14
REUS TRANSPORT,1,REU_118,2025-10-13
REUS TRANSPORT,1,REU_118,2025-10-14
REUS TRANSPORT,1,REU_119,2025-10-13
REUS TRANSPORT,1,REU_119,2025-10-14
REUS TRANSPORT,1,REU_120,2025-10-13
REUS TRANSPORT,1,REU_120,2025-10-14
REUS TRANSPORT,1,REU_123,2025-10-13
REUS TRANSPORT,1,REU_123,2025-10-14
REUS TRANSPORT,1,REU_150,2025-10-13
REUS TRANSPORT,1,REU_150,2025-10-14
REUS TRANSPORT,1,REU_151,2025-10-13
REUS TRANSPORT,1,REU_151,2025-10-14
REUS TRANSPORT,1,REU_170,2025-10-13
REUS TRANSPORT,1,REU_170,2025-10-14
REUS TRANSPORT,1,REU_171,2025-10-13
REUS TRANSPORT,1,REU_171,2025-10-14
REUS TRANSPORT,1,REU_172,2025-10-13
REUS TRANSPORT,1,REU_172,2025-10-14
REUS TRANSPORT,1,REU_179,2025-10-13
REUS TRANSPORT,1,REU_179,2025-10-14
REUS TRANSPORT,1,REU_194,2025-10-13
REUS TRANSPORT,1,REU_194,2025-10-14
REUS TRANSPORT,1,REU_198,2025-10-13
REUS TRANSPORT,1,REU_198,2025-10-14
REUS TRANSPORT,1,REU_199,2025-10-13
REUS TRANSPORT,1,REU_199,2025-10-14
REUS TRANSPORT,1,REU_219,2025-10-13
REUS TRANSPORT,1,REU_219,2025-10-14
REUS TRANSPORT,1,REU_221,2025-10-13
REUS TRANSPORT,1,REU_221,2025-10-14
REUS TRANSPORT,1,REU_222,2025-10-13
REUS TRANSPORT,1,REU_222,2025-10-14
REUS TRANSPORT,1,REU_223,2025-10-13
REUS TRANSPORT,1,REU_223,2025-10-14
REUS TRANSPORT,1,REU_224,2025-10-13
REUS TRANSPORT,1,REU_224,2025-10-14
REUS TRANSPORT,1,REU_233,2025-10-13
REUS TRANSPORT,1,REU_233,2025-10-14
REUS TRANSPORT,1,REU_234,2025-10-13
REUS TRANSPORT,1,REU_234,2025-10-14
REUS TRANSPORT,1,REU_235,2025-10-13
REUS TRANSPORT,1,REU_235,2025-10-14
REUS TRANSPORT,1,REU_242,2025-10-13
REUS TRANSPORT,1,REU_242,2025-10-14
REUS TRANSPORT,1,REU_46,2025-10-13
REUS TRANSPORT,1,REU_46,2025-10-14
REUS TRANSPORT,1,REU_47,2025-10-13
REUS TRANSPORT,1,REU_47,2025-10-14
REUS TRANSPORT,1,REU_55,2025-10-13
REUS TRANSPORT,1,REU_55,2025-10-14
REUS TRANSPORT,1,REU_65,2025-10-13
REUS TRANSPORT,1,REU_65,2025-10-14
REUS TRANSPORT,1,REU_75,2025-10-13
REUS TRANSPORT,1,REU_75,2025-10-14
Sagalés (Vallès Oriental),1,SAG_2812,2025-10-13
Sagalés (Vallès Oriental),1,SAG_2812,2025-10-14
Sagalés (Vallès Oriental),1,SAG_2823,2025-10-13
Sagalés (Vallès Oriental),1,SAG_2823,2025-10-14
Sagalés (Vallès Oriental),1,SAG_4206,2025-10-13
Sagalés (Vallès Oriental),1,SAG_4206,2025-10-14
Sagalés (Vallès Oriental),1,SAG_4253,2025-10-13
Sagalés (Vallès Oriental),1,SAG_4253,2025-10-14
Sagalés (Vallès Oriental),1,SAG_4254,2025-10-13
Sagalés (Vallès Oriental),1,SAG_4254,2025-10-14
Sagalés (Vallès Oriental),1,SAG_4257,2025-10-13
Sagalés (Vallès Oriental),1,SAG_4257,2025-10-14
Sagalés (Vallès Oriental),1,SAG_4261,2025-10-13
Sagalés (Vallès Oriental),1,SAG_4261,2025-10-14
Sagalés (Vallès Oriental),1,SAG_5297,2025-10-13
Sagalés (Vallès Oriental),1,SAG_5297,2025-10-14
Sagalés (Vallès Oriental),1,SAG_6131,2025-10-13
Sagalés (Vallès Oriental),1,SAG_6131,2025-10-14
Sagalés (Vallès Oriental),1,SAG_6139,2025-10-13
Sagalés (Vallès Oriental),1,SAG_6139,2025-10-14
Sagalés (Vallès Oriental),1,SAG_6170,2025-10-13
Sagalés (Vallès Oriental),1,SAG_6170,2025-10-14
Sagalés (Vallès Oriental),1,SAG_6270,2025-10-13
Sagalés (Vallès Oriental),1,SAG_6270,2025-10-14
Sagalés (Vallès Oriental),1,SAG_7333,2025-10-13
Sagalés (Vallès Oriental),1,SAG_7333,2025-10-14
Sagalés (Vallès Oriental),1,SAG_7642,2025-10-13
Sagalés (Vallès Oriental),1,SAG_7642,2025-10-14
Sagalés (Vallès Oriental),1,SAG_8893,2025-10-13
Sagalés (Vallès Oriental),1,SAG_8893,2025-10-14
Sagalés (Vallès Oriental),1,SAG_8895,2025-10-13
Sagalés (Vallès Oriental),1,SAG_8895,2025-10-14
Sagalés (Vallès Oriental),1,SAG_8978,2025-10-13
Sagalés (Vallès Oriental),1,SAG_8978,2025-10-14
Sagalés (Vallès Oriental),1,SAG_8979,2025-10-13
Sagalés (Vallès Oriental),1,SAG_8979,2025-10-14
Sagalés (Vallès Oriental),1,SAG_8981,2025-10-13
Sagalés (Vallès Oriental),1,SAG_8981,2025-10-14
Sagalés (Vallès Oriental),1,SAG_9729,2025-10-13
Sagalés (Vallès Oriental),1,SAG_9729,2025-10-14
Sagalés (Vallès Oriental),1,SAG_9768,2025-10-13
Sagalés (Vallès Oriental),1,SAG_9768,2025-10-14
VallsBus - Forbus SL,1,VAL_11,2025-10-13
VallsBus - Forbus SL,1,VAL_11,2025-10-14
VallsBus - Forbus SL,1,VAL_12,2025-10-13
VallsBus - Forbus SL,1,VAL_12,2025-10-14
VallsBus - Forbus SL,1,VAL_14,2025-10-13
VallsBus - Forbus SL,1,VAL_14,2025-10-14
VallsBus - Forbus SL,1,VAL_17,2025-10-13
VallsBus - Forbus SL,1,VAL_17,2025-10-14
VallsBus - Forbus SL,1,VAL_21,2025-10-13
VallsBus - Forbus SL,1,VAL_21,2025-10-14
VallsBus - Forbus SL,1,VAL_23,2025-10-13
VallsBus - Forbus SL,1,VAL_23,2025-10-14
VallsBus - Forbus SL,1,VAL_25,2025-10-13
VallsBus - Forbus SL,1,VAL_25,2025-10-14
VallsBus - Forbus SL,1,VAL_28,2025-10-13
VallsBus - Forbus SL,1,VAL_28,2025-10-14
VallsBus - Forbus SL,1,VAL_29,2025-10-13
VallsBus - Forbus SL,1,VAL_29,2025-10-14
VallsBus - Forbus SL,1,VAL_39,2025-10-13
VallsBus - Forbus SL,1,VAL_39,2025-10-14
VallsBus - Forbus SL,1,VAL_40,2025-10-13
VallsBus - Forbus SL,1,VAL_40,2025-10-14
VallsBus - Forbus SL,1,VAL_8,2025-10-13
VallsBus - Forbus SL,1,VAL_8,2025-10-14
VallsBus - Forbus SL,1,VAL_9,2025-10-13
VallsBus - Forbus SL,1,VAL_9,2025-10-14
Urbà de Vic,1,VIC_4046,2025-10-13
Urbà de Vic,1,VIC_4046,2025-10-14
Urbà de Vic,1,VIC_5287,2025-10-13
Autocars Gamón,1,ALS_0000899000000001,2025-10-13
Urbà de Vic,1,VIC_5287,2025-10-14
Autocars Gamón,1,ALS_0000899000000001,2025-10-14
DIREXIS TUSGSAL,1,AMB_000031,2025-10-13
DIREXIS TUSGSAL,1,AMB_000031,2025-10-14
DIREXIS TUSGSAL,1,AMB_000048,2025-10-13
DIREXIS TUSGSAL,1,AMB_000048,2025-10-14
Moventis,1,AMB_000080,2025-10-13
Moventis,1,AMB_000080,2025-10-14
Moventis,1,AMB_000081,2025-10-13
Moventis,1,AMB_000081,2025-10-14
Monbus (Horta),1,AMB_000119,2025-10-13
Monbus (Horta),1,AMB_000119,2025-10-14
DIREXIS TUSGSAL,1,AMB_000123,2025-10-13
DIREXIS TUSGSAL,1,AMB_000123,2025-10-14
DIREXIS TUSGSAL,1,AMB_000123,2025-10-15
DIREXIS TUSGSAL,1,AMB_000125,2025-10-14
DIREXIS TUSGSAL,1,AMB_000148,2025-10-13
DIREXIS TUSGSAL,1,AMB_000148,2025-10-14
DIREXIS TUSGSAL,1,AMB_000148,2025-10-15
DIREXIS TUSGSAL,1,AMB_000149,2025-10-13
DIREXIS TUSGSAL,1,AMB_000149,2025-10-14
DIREXIS TUSGSAL,1,AMB_000149,2025-10-15
Avanza,1,AMB_000151,2025-10-15
DIREXIS TUSGSAL,1,AMB_000154,2025-10-13
DIREXIS TUSGSAL,1,AMB_000154,2025-10-14
Moventis,1,AMB_000163,2025-10-13
Moventis,1,AMB_000163,2025-10-14
Avanza,1,AMB_000179,2025-10-13
Avanza,1,AMB_000179,2025-10-14
Avanza,1,AMB_000179,2025-10-15
Avanza,1,AMB_000180,2025-10-13
Avanza,1,AMB_000180,2025-10-14
Avanza,1,AMB_000180,2025-10-15
Avanza,1,AMB_000181,2025-10-13
Avanza,1,AMB_000181,2025-10-14
Avanza,1,AMB_000181,2025-10-15
DIREXIS TUSGSAL,1,AMB_000191,2025-10-13
DIREXIS TUSGSAL,1,AMB_000191,2025-10-14
DIREXIS TUSGSAL,1,AMB_000191,2025-10-15
DIREXIS TUSGSAL,1,AMB_000194,2025-10-13
